Year,Month,Day,Day_of_Year,Lunar_Phase,Solar_Declination,Lunar_Altitude,Solar_Altitude,Num_Aligned_Planets,Meteor_Shower_Active,Event_Type,Event_Intensity,Visible_Location,Earth_Moon_Distance
1975,7,12,,-0.36807941195936356,-4.09112771766803,0.39160279462447534,-26.151612143264934,4,1,Meteor_Shower (Lyrids - Comet Thatcher),Moderate,Worldwide,384400
1975,7,15,,-0.816494998400243,7.57099565298714,66.6702909817619,84.59282776579698,4,0,Full_Moon,Frequent,Worldwide,384400
1975,7,23,,-0.40731124757068504,-15.904154482664541,84.7477662886499,-7.616884797415665,2,1,Meteor_Shower (Rare Shower - Unknown Parent),Moderate,Worldwide,384400
1975,7,28,,0.957167272254724,21.453269383538714,-52.07645954141142,-7.5968275446866045,2,0,New_Moon,Frequent,Worldwide,384400
1975,8,15,,0.8956058208849416,23.208920728197743,-2.2397414941932254,-17.52992382416525,2,1,Meteor_Shower (Delta Aquariids - Unknown Parent),Moderate,Worldwide,384400
1975,8,16,,-0.45253232201500926,-0.7651932279770683,-18.769535347364823,-38.04518521502951,0,0,Full_Moon,Frequent,Worldwide,384400
1975,8,27,,-0.6963155786696451,-22.40193536381552,76.8817633995547,-69.5822953248294,2,1,New_Moon,Frequent,Worldwide,384400
1975,9,14,,-0.5793348674985257,-2.7131310728740985,76.07587087375907,56.20828048928405,2,0,Full_Moon,Frequent,Worldwide,384400
1975,9,23,,0.19028221699958037,-7.293982296013123,-58.16300062698129,-57.45934506024183,2,0,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1975,9,28,,-0.5453358525816459,13.725658789498528,-53.610269087008824,6.972683453257446,3,1,New_Moon,Frequent,Worldwide,384400
1975,10,15,,-0.7284436359789959,16.012370361182303,47.1483776852842,-42.48018582401286,1,0,Full_Moon,Frequent,Worldwide,384400
1975,10,29,,0.48402678320524894,16.096907873499458,19.69919615534306,4.222304855985513,1,0,New_Moon,Frequent,Worldwide,384400
1975,11,16,,0.654895335244986,21.198007829746278,31.74302442039611,77.53934861800758,3,1,Full_Moon,Frequent,Worldwide,384400
1975,11,21,,-0.30902536222397003,-9.220624219450414,78.91588467592345,-49.576297964265784,1,1,Solar_Eclipse,Partial,Northern Hemisphere,384400
1975,11,26,,0.8646253242767779,-1.1089572855619032,-26.096719195526873,-81.61437262746904,4,1,Solar_Eclipse,Total,Southern Hemisphere,384400
1975,11,27,,0.809083725387207,-17.091561926486833,77.97712993409925,-56.13884642769104,0,1,New_Moon,Frequent,Worldwide,384400
1975,12,13,,-0.1670978303833266,14.570568476868704,-0.4592008071073366,-28.016925523741953,0,0,Full_Moon,Frequent,Worldwide,384400
1975,12,29,,-0.5269531285350928,10.623197170337814,-18.056369832430363,-24.062472417792065,2,1,New_Moon,Frequent,Worldwide,384400
1976,1,12,,0.005824876377660937,13.342918150640084,-8.707151905058325,85.85841750987572,1,0,Meteor_Shower (Geminids - Asteroid Phaethon),High,Worldwide,384400
1976,1,14,,0.49549564027295,-11.974311553985803,6.989143651293261,-30.62400084239252,2,1,Full_Moon,Frequent,Worldwide,384400
1976,1,17,,0.563385660860277,-16.302002041274644,-89.94803028074774,42.7822502643111,0,0,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1976,1,28,,0.324164422511523,-13.44548553419038,56.95449072317214,-23.80272990136666,2,1,New_Moon,Frequent,Worldwide,384400
1976,2,14,,0.46274961165199846,-4.5005813335510005,-18.757064522129113,36.68341077263682,1,1,Full_Moon,Frequent,Worldwide,384400
1976,2,27,,-0.6260039331160319,-7.3836379306876765,-71.2715849841611,1.1214198987111956,0,0,New_Moon,Frequent,Worldwide,384400
1976,3,11,,0.8195031308429606,17.276022589438757,-35.544029932909694,-24.229176381580714,3,1,Meteor_Shower (September Equinox - Unknown Parent),Low,Worldwide,384400
1976,3,13,,-0.6047058131677405,16.19942637154635,64.35677875022267,87.87298941270134,4,1,Full_Moon,Frequent,Worldwide,384400
1976,3,29,,-0.6552230156374728,-21.341086680962057,-13.50963834834296,-28.208818168138265,0,0,New_Moon,Frequent,Worldwide,384400
1976,4,15,,0.4058627901398677,22.383776877975723,39.29625974908498,-8.33817341075003,4,1,Full_Moon,Frequent,Worldwide,384400
1976,4,27,,-0.871047788913552,-19.639557243292607,-56.839467121975744,64.24685035541697,0,0,New_Moon,Frequent,Worldwide,384400
1976,5,14,,0.6659393728409175,-13.459655467173818,-10.576346222895594,40.8942728483853,4,0,Meteor_Shower (Lyrids - Comet Thatcher),Moderate,Worldwide,384400
1976,5,16,,0.5560271752942016,17.1697508247933,-34.86236602078491,14.744802257304158,3,1,Full_Moon,Frequent,Worldwide,384400
1976,5,29,,-0.3328156792808563,18.310280074697072,4.34452699730879,-56.57380431825272,3,1,New_Moon,Frequent,Worldwide,384400
1976,6,14,,0.9052391913839104,-19.270217407583498,4.955823531588749,51.62862310006284,4,0,Full_Moon,Frequent,Worldwide,384400
1976,6,15,,-0.3343741498190973,-21.921576397398187,-64.34541441071525,-30.09209129381798,4,1,Meteor_Shower (Delta Aquariids - Unknown Parent),Moderate,Worldwide,384400
1976,6,17,,-0.16992715970714412,1.8540273761550417,-61.61690346287669,-60.12473952189318,1,0,Meteor_Shower (October Draconids - Unknown Parent),Moderate,Worldwide,384400
1976,6,24,,-0.09824186833803128,-14.49449164884766,-89.29125882321557,-11.125430098652018,3,0,Meteor_Shower (Rare Shower - Unknown Parent),Moderate,Worldwide,384400
1976,6,28,,0.6942471988858203,18.850677747187735,5.5260446030746095,-21.80391607793824,4,0,New_Moon,Frequent,Worldwide,384400
1976,7,13,,-0.7142051703374195,0.3780386941193541,-76.91183629020108,71.69437227744152,3,1,Full_Moon,Frequent,Worldwide,384400
1976,7,29,,0.6010368953386083,16.163770391376186,-35.95596350348278,35.17076595621019,1,1,New_Moon,Frequent,Worldwide,384400
1976,8,11,,0.05131449679576039,17.6173677466555,-48.05023008793746,42.76770864995808,2,0,Meteor_Shower (Quadrantids - Unknown Asteroid),Low,Worldwide,384400
1976,8,14,,0.6725047672771001,-0.3106151881008792,78.47215433584611,-40.82263347622478,1,0,Full_Moon,Frequent,Worldwide,384400
1976,8,27,,-0.737393367867861,-22.457576642024097,45.49943712944386,78.93692897228536,3,0,New_Moon,Frequent,Worldwide,384400
1976,9,15,,0.8289325525840041,-21.83630822533876,-13.853530999114568,-59.138578696913584,0,0,Full_Moon,Frequent,Worldwide,384400
1976,9,29,,-0.09204831804286129,6.040659508982532,-6.230125192379106,78.44483527773684,4,0,New_Moon,Frequent,Worldwide,384400
1976,10,15,,-0.5729134396204949,5.148334301954545,46.67031713770669,47.948369158359895,0,1,Full_Moon,Frequent,Worldwide,384400
1976,10,17,,0.1445981852195668,19.392855106197413,-15.914742144120936,50.31160487534842,0,0,Meteor_Shower (Perseids - Comet Swift-Tuttle),Moderate,Worldwide,384400
1976,10,22,,-0.721637596433286,21.677525638435707,56.99033419065793,-44.39857713849355,0,0,Meteor_Shower (Eta Aquariids - Comet Halley),Moderate,Worldwide,384400
1976,10,27,,-0.7410444126144424,-8.050283194265557,43.06528798982359,-46.54496485159149,2,0,New_Moon,Frequent,Worldwide,384400
1976,11,1,,0.6319933705592973,7.469454894292554,40.46537682202015,48.01804441172905,0,0,Lunar_Eclipse,Partial,Southern Hemisphere,384400
1976,11,13,,0.0694969291099845,-22.456570118586683,26.50201844668598,-31.134942921561496,2,0,Full_Moon,Frequent,Worldwide,384400
1976,11,27,,0.9755534886159227,-13.313839927080044,-38.653651024974096,-12.03327644410308,2,0,New_Moon,Frequent,Worldwide,384400
1976,12,13,,0.8640234501405475,-5.583172623341358,-6.329923697364578,41.33424063843617,3,0,Full_Moon,Frequent,Worldwide,384400
1976,12,27,,0.5639548434298578,-9.086624253595872,-68.56306726905831,-81.24281203855597,1,0,New_Moon,Frequent,Worldwide,384400
1977,1,15,,0.2979399086579426,14.643244293671248,59.79412865525316,31.833197311149732,2,1,Full_Moon,Frequent,Worldwide,384400
1977,1,27,,0.18195977121844864,-16.48832696742607,-67.31408862994438,70.17291258907781,0,0,New_Moon,Frequent,Worldwide,384400
1977,2,13,,0.5796887458133111,-20.743058885730687,76.45735943460343,6.2279157550002395,2,1,Full_Moon,Frequent,Worldwide,384400
1977,2,28,,-0.5067945236618887,-22.37460518153899,58.51854707218979,-67.59319834668962,2,1,New_Moon,Frequent,Worldwide,384400
1977,3,16,,-0.8326004874696182,-18.561328263721414,-86.24191128128477,-38.88845083201942,0,0,Full_Moon,Frequent,Worldwide,384400
1977,3,23,,0.06972801636622061,10.236128103501184,36.25463940709041,82.09807124051002,1,1,Meteor_Shower (Delta Aquariids - Unknown Parent),Moderate,Worldwide,384400
1977,3,24,,0.7209939562615371,-3.910844162233385,-30.788152332136484,70.89399179904728,3,0,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1977,3,27,,0.9629439345857644,0.18709452371557944,-75.17909957987929,88.31034414044314,1,0,New_Moon,Frequent,Worldwide,384400
1977,4,12,,-0.4479275468762587,-12.025308937455733,20.30981043595378,-60.96884989380543,0,1,Meteor_Shower (Eta Aquariids - Comet Halley),Moderate,Worldwide,384400
1977,4,15,,0.2343320860888931,-16.826169899027576,70.17501156110379,-85.61300659757033,4,0,Full_Moon,Frequent,Worldwide,384400
1977,4,29,,-0.38108445579046646,9.774780217134595,-53.518992786119,-51.98528374295439,4,0,New_Moon,Frequent,Worldwide,384400
1977,5,12,,-0.18987833382682062,21.334101063075362,-62.33821930520163,-80.40198574712988,2,1,Meteor_Shower (September Equinox - Unknown Parent),Low,Worldwide,384400
1977,5,14,,0.029812869226706784,22.398522749892944,-16.883424873160465,-84.61991016303402,3,0,Meteor_Shower (October Draconids - Unknown Parent),Moderate,Worldwide,384400
1977,5,15,,0.9017803395389039,-4.367814352920938,67.64839144230947,81.64893880154355,4,0,Full_Moon,Frequent,Worldwide,384400
1977,5,15,,0.986293938065389,-6.5824145203895625,-62.559315530579525,27.926268331357505,1,0,Meteor_Shower (Lyrids - Comet Thatcher),Moderate,Worldwide,384400
1977,5,27,,0.17803441361355965,-12.88384903054857,-61.910114900773664,79.68202742897333,2,1,New_Moon,Frequent,Worldwide,384400
1977,6,16,,-0.8532085563120373,-9.136618401798602,-7.151754200375535,-62.69789570005228,3,1,Full_Moon,Frequent,Worldwide,384400
1977,6,28,,0.40066103827671573,10.89804918828975,44.172468562663255,44.356149080987706,4,1,New_Moon,Frequent,Worldwide,384400
1977,7,4,,0.5031745360141693,2.6637947963970703,-28.265016257263575,7.8294366596828695,0,1,Solar_Eclipse,Total,Southern Hemisphere,384400
1977,7,14,,0.5942867682569692,7.91848242919302,60.36129335056009,-61.32276346039242,0,1,Full_Moon,Frequent,Worldwide,384400
1977,7,23,,0.10737603132250317,18.52550008605746,87.03827592486073,-18.97311317406971,2,0,Meteor_Shower (Rare Shower - Unknown Parent),Moderate,Worldwide,384400
1977,7,27,,0.047579487139840504,1.4485179769025578,4.098474344515054,-74.63200688125147,1,0,New_Moon,Frequent,Worldwide,384400
1977,8,13,,0.31270996094907977,22.555924110060342,21.813799524638924,-60.604948987143054,0,1,Full_Moon,Frequent,Worldwide,384400
1977,8,27,,0.01638771304753761,-2.1082808409728706,58.20174817540064,51.350820429395185,1,1,New_Moon,Frequent,Worldwide,384400
1977,9,15,,-0.7593970491377036,-17.773944261807763,54.4937721743477,80.68506199456431,0,0,Full_Moon,Frequent,Worldwide,384400
1977,9,17,,-0.07125679758626635,-9.157699654519671,53.553054271832224,-33.81561860735007,1,0,Meteor_Shower (Quadrantids - Unknown Asteroid),Low,Worldwide,384400
1977,9,18,,0.06289833767251163,-11.624887218961671,-40.2475068023772,89.3057238399814,2,0,Meteor_Shower (Perseids - Comet Swift-Tuttle),Moderate,Worldwide,384400
1977,9,28,,0.5691063747477316,-2.609781631935835,69.43044677456714,-51.84454507335059,4,1,New_Moon,Frequent,Worldwide,384400
1977,10,16,,0.7744732795151319,-6.7411565102282935,-82.36385881501063,66.49215166099043,3,0,Full_Moon,Frequent,Worldwide,384400
1977,10,22,,-0.6465861889205791,-21.52310248543399,-88.96160161390009,-7.7694324906107965,2,1,Meteor_Shower (Geminids - Asteroid Phaethon),High,Worldwide,384400
1977,10,29,,-0.4218639887725881,-9.453549445793257,17.734121545676857,17.37519013954504,3,1,New_Moon,Frequent,Worldwide,384400
1977,11,14,,0.4447722674705785,-7.94870189189915,-51.755089181014085,10.742518662455652,4,1,Full_Moon,Frequent,Worldwide,384400
1977,11,28,,0.23047337839991333,-18.18513095560754,-82.67452563576302,72.769438468055,0,1,New_Moon,Frequent,Worldwide,384400
1977,12,13,,-0.17515419396469034,-18.785141819012846,-12.916027934658686,-23.802852798466645,0,1,Full_Moon,Frequent,Worldwide,384400
1977,12,28,,0.322466478939768,23.16215768969639,28.267280797433955,78.74311248934694,1,1,New_Moon,Frequent,Worldwide,384400
1978,1,13,,0.558685176752979,-8.522579931231327,-72.00044303273776,12.066617933190841,2,1,Meteor_Shower (Delta Aquariids - Unknown Parent),Moderate,Worldwide,384400
1978,1,15,,0.29037013080372787,-12.85032831590781,-46.960524974820686,-35.493940664936034,3,0,Full_Moon,Frequent,Worldwide,384400
1978,1,27,,0.20514975496989285,19.920922912225972,8.558322088349996,-89.8758496949247,0,0,New_Moon,Frequent,Worldwide,384400
1978,2,13,,0.7802439608865452,15.611923308242115,-73.13301783214209,-65.33595937455516,0,1,Full_Moon,Frequent,Worldwide,384400
1978,2,13,,-0.12476942796723156,-8.188014620072988,-10.22010547164136,-87.42039562671116,4,1,Lunar_Eclipse,Total,Northern Hemisphere,384400
1978,2,17,,-0.033274556698145386,19.36891493841257,-22.313951314762136,81.70540843738394,3,1,Meteor_Shower (Eta Aquariids - Comet Halley),Moderate,Worldwide,384400
1978,2,28,,-0.05574287009682566,1.9853003499342705,45.606252735993735,15.316407931824116,2,0,New_Moon,Frequent,Worldwide,384400
1978,3,13,,-0.13715231694449947,3.2332907321831463,5.827679955588721,-73.36446026440424,4,0,Full_Moon,Frequent,Worldwide,384400
1978,3,29,,0.5083895246790668,-8.375363157406904,62.32516959966739,-8.667785361134605,4,1,New_Moon,Frequent,Worldwide,384400
1978,4,16,,0.19727989531812673,-7.976544908922596,47.773889753401136,-33.2747343053538,0,0,Full_Moon,Frequent,Worldwide,384400
1978,4,27,,-0.5989672354981703,1.4522504991536564,11.846731894140603,-50.28858207198958,4,0,New_Moon,Frequent,Worldwide,384400
1978,5,13,,-0.6120521978720694,-8.50611176627026,0.5384185329658777,30.635387938709798,4,1,Full_Moon,Frequent,Worldwide,384400
1978,5,17,,0.8230646217658077,15.247284969211659,-26.834229250343967,-70.03928772225227,0,0,Meteor_Shower (Rare Shower - Unknown Parent),Moderate,Worldwide,384400
1978,5,18,,0.8415220307588411,7.578965890272084,-46.34093921273651,-4.077456770414727,1,1,Meteor_Shower (Lyrids - Comet Thatcher),Moderate,Worldwide,384400
1978,5,23,,-0.936234449107014,-0.2720904036257572,-19.328337930657696,17.941891521843644,1,1,Meteor_Shower (Perseids - Comet Swift-Tuttle),Moderate,Worldwide,384400
1978,5,28,,-0.1012109366559184,17.234983106597777,-29.74638505442953,78.28674102599629,1,1,New_Moon,Frequent,Worldwide,384400
1978,6,13,,-0.07891445672588193,-21.824383715488228,-32.53312302468556,-50.253545572259654,3,1,Full_Moon,Frequent,Worldwide,384400
1978,6,14,,0.2699652514612154,-21.92585320939672,-68.80889293525021,13.695787716585968,1,1,Meteor_Shower (September Equinox - Unknown Parent),Low,Worldwide,384400
1978,6,16,,-0.3558043212641304,0.46194678897952457,53.961351431994814,28.077682522569305,0,1,Meteor_Shower (Quadrantids - Unknown Asteroid),Low,Worldwide,384400
1978,6,16,,-0.7272825461039689,23.312601904096805,22.7440623661023,68.39111181241742,1,0,Lunar_Eclipse,Partial,Southern Hemisphere,384400
1978,6,24,,0.21137170150076767,-18.10909783057728,89.0360170716711,51.99630821759115,2,1,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1978,6,27,,-0.5177748436739944,10.200923740103843,-19.21390815397956,-11.132781569218636,2,1,New_Moon,Frequent,Worldwide,384400
1978,7,14,,-0.39469375968533105,13.697145028811764,84.45599765314267,-54.6430524844875,1,1,Full_Moon,Frequent,Worldwide,384400
1978,7,29,,-0.9700553899413489,-16.534865579422586,-70.91723455312955,-35.86500031550369,3,0,New_Moon,Frequent,Worldwide,384400
1978,8,13,,-0.8092361292936712,-11.607269041541166,-65.59638811579197,-81.50975787552521,1,0,Full_Moon,Frequent,Worldwide,384400
1978,8,27,,0.2658017158942161,-2.857915130667994,36.738337730680556,58.47339532876646,3,1,New_Moon,Frequent,Worldwide,384400
1978,9,14,,0.910767838331102,14.0156488949422,-33.49830668924958,7.757918013938067,0,1,Meteor_Shower (October Draconids - Unknown Parent),Moderate,Worldwide,384400
1978,9,15,,-0.6317274697014412,-9.19699533888279,38.71381219647796,-59.71412469336758,4,1,Full_Moon,Frequent,Worldwide,384400
1978,9,29,,0.41274652227326447,-5.516384246667467,85.52452564747381,74.54867383723101,3,1,New_Moon,Frequent,Worldwide,384400
1978,10,14,,-0.7777452599986758,-9.377780020173319,71.63148011894341,-67.3063965909278,2,0,Full_Moon,Frequent,Worldwide,384400
1978,10,29,,0.0706783841278491,19.731125274506294,48.51695111639498,-64.12886809631804,1,1,New_Moon,Frequent,Worldwide,384400
1978,11,15,,0.401779597393807,-14.567999935402833,88.01258021265576,82.69830827493271,4,1,Full_Moon,Frequent,Worldwide,384400
1978,11,28,,-0.5126248150673056,-7.785008093017261,-80.02429844901249,-25.5991941018942,3,0,New_Moon,Frequent,Worldwide,384400
1978,12,14,,0.4124554700687091,9.437548133769194,-82.09358182347984,48.55173608265903,0,1,Full_Moon,Frequent,Worldwide,384400
1978,12,16,,-0.7299821208565245,-20.040176488746223,60.34260983835054,-25.985892863320373,1,0,Meteor_Shower (Geminids - Asteroid Phaethon),High,Worldwide,384400
1978,12,28,,-0.9552927595662968,-15.783020387055009,23.29895760821296,34.70127284948029,4,0,New_Moon,Frequent,Worldwide,384400
1979,1,14,,-0.043737892905827636,-15.058433105613652,28.123838791215746,-45.98370933507139,1,0,Full_Moon,Frequent,Worldwide,384400
1979,1,27,,0.2590048769143598,16.829795402694938,74.16668891971395,-35.88210266211501,3,0,New_Moon,Frequent,Worldwide,384400
1979,2,8,,-0.7974352495764421,17.48672204942085,-36.26773313492016,10.321381740396106,2,0,Lunar_Eclipse,Partial,Worldwide,384400
1979,2,14,,0.899330484520009,-13.397814139725504,21.281138082998424,-81.5164138840414,4,0,Meteor_Shower (October Draconids - Unknown Parent),Moderate,Worldwide,384400
1979,2,16,,-0.9215811851272981,3.333652387001372,-50.67797134750259,24.195025004650248,2,1,Full_Moon,Frequent,Worldwide,384400
1979,2,22,,0.3083225047384206,-17.349926817041872,8.711350309414513,67.48515057825162,2,1,Lunar_Eclipse,Total,Southern Hemisphere,384400
1979,2,28,,0.8779399001908794,-18.949201649568902,-5.799023818218558,-56.40870814029666,0,1,New_Moon,Frequent,Worldwide,384400
1979,3,14,,-0.9967529864199025,23.425146955891268,11.83197064001449,-82.60441659107418,3,1,Full_Moon,Frequent,Worldwide,384400
1979,3,28,,-0.11690877415678136,-15.384395558256854,60.52275868307572,88.79909995746127,0,0,New_Moon,Frequent,Worldwide,384400
1979,4,15,,0.9640668730282407,-4.680221881311784,50.01543897990638,-11.502772177129813,4,1,Full_Moon,Frequent,Worldwide,384400
1979,4,29,,-0.5796513029617294,14.29405707509564,-75.45086033046925,-5.34885600022065,1,0,New_Moon,Frequent,Worldwide,384400
1979,5,10,,0.11815688834012139,3.4356888269226538,-44.85218750030937,-78.29877076165543,1,0,Meteor_Shower (September Equinox - Unknown Parent),Low,Worldwide,384400
1979,5,14,,0.4041238964343896,-10.212445601480159,35.644213225372454,-2.2014486929808754,2,1,Full_Moon,Frequent,Worldwide,384400
1979,5,27,,0.9315123139793016,-19.767099872348552,12.441710455578914,-19.82507507810905,2,1,New_Moon,Frequent,Worldwide,384400
1979,6,13,,0.5417518034230842,-12.237398225057067,6.6652415520613175,-12.922344458478705,2,0,Full_Moon,Frequent,Worldwide,384400
1979,6,17,,-0.866041531595386,6.930523133683529,0.9012965987535466,-28.007754728351046,4,0,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1979,6,23,,0.9691017635243053,19.003515746264643,-40.85244029448711,86.24378635805672,1,0,Meteor_Shower (Eta Aquariids - Comet Halley),Moderate,Worldwide,384400
1979,6,28,,0.7467364132243504,19.99875040413235,-35.102340801839595,-0.13018241852023493,1,0,New_Moon,Frequent,Worldwide,384400
1979,7,11,,-0.8381167801744058,23.287496629969706,81.6196502979877,-36.269383286874834,0,0,Meteor_Shower (Delta Aquariids - Unknown Parent),Moderate,Worldwide,384400
1979,7,14,,-0.3290003398977026,5.1380081822928645,71.32518229295567,15.759787864854601,2,1,Full_Moon,Frequent,Worldwide,384400
1979,7,28,,0.3834212889476387,-21.058380499972888,62.41632884525461,-56.08616920534294,1,0,New_Moon,Frequent,Worldwide,384400
1979,8,15,,-0.15262601468066794,15.636208961711578,-84.5597102837234,45.21776302237981,0,1,Full_Moon,Frequent,Worldwide,384400
1979,8,15,,0.5767597548899721,14.379096354461861,-57.854680946601924,2.8460652601699508,3,0,Meteor_Shower (Lyrids - Comet Thatcher),Moderate,Worldwide,384400
1979,8,27,,0.4823815738007802,-22.119190346369976,-42.158218603680304,4.707829261181985,1,1,New_Moon,Frequent,Worldwide,384400
1979,9,14,,-0.9412936780418728,18.57831940330666,42.03561565241614,-27.771327799676243,0,1,Full_Moon,Frequent,Worldwide,384400
1979,9,27,,-0.31007370122162703,-15.109640998649613,43.96127781243973,16.89778556172078,2,0,New_Moon,Frequent,Worldwide,384400
1979,10,15,,0.9447490749103913,5.223358835792876,-5.106840069587776,62.27351992951023,2,0,Full_Moon,Frequent,Worldwide,384400
1979,10,15,,-0.6433798906523609,-12.057591949433323,86.38693443209138,82.72279878045154,3,0,Meteor_Shower (Rare Shower - Unknown Parent),Moderate,Worldwide,384400
1979,10,17,,0.9845320844811383,12.068293869129345,-16.972421473783967,-43.02330439654329,1,0,Meteor_Shower (Perseids - Comet Swift-Tuttle),Moderate,Worldwide,384400
1979,10,29,,0.2589399974960247,22.829857325416175,55.123319728214,47.595841147165686,4,1,New_Moon,Frequent,Worldwide,384400
1979,11,15,,0.5957529251905069,22.08242907031862,12.801433228992494,8.622111208371322,3,1,Full_Moon,Frequent,Worldwide,384400
1979,11,16,,0.5309728217156668,0.7451513852162925,-1.4946582527098116,-47.41744248990007,3,1,Meteor_Shower (Quadrantids - Unknown Asteroid),Low,Worldwide,384400
1979,11,27,,0.47201432869425375,1.4654927770374684,-37.687803202387556,-84.14793767989066,0,0,New_Moon,Frequent,Worldwide,384400
1979,12,13,,-0.366755815302644,-1.3244412617824537,-9.739183112972455,76.98273364423542,3,1,Full_Moon,Frequent,Worldwide,384400
1979,12,19,,0.9528822615065748,-19.179536065362598,83.86950321012577,58.24746415714344,2,0,Meteor_Shower (Geminids - Asteroid Phaethon),High,Worldwide,384400
1979,12,28,,-0.0610748181272589,-22.781262508271862,53.71989302905067,6.381584929666573,2,1,New_Moon,Frequent,Worldwide,384400
1980,1,14,,-0.4499043602706414,10.213864394680844,41.72924276076597,9.624684491026699,3,1,Full_Moon,Frequent,Worldwide,384400
1980,1,29,,0.09460864775217037,-11.017964226661372,6.81870948130225,84.24425120796181,4,0,New_Moon,Frequent,Worldwide,384400
1980,2,14,,0.966297221465128,-2.8450074214080026,-53.77330820666109,32.24406474335443,3,1,Full_Moon,Frequent,Worldwide,384400
1980,2,15,,-0.13055529122069243,18.317777701177146,-61.495204953281736,-9.549855745744168,1,0,Meteor_Shower (Geminids - Asteroid Phaethon),High,Worldwide,384400
1980,2,28,,-0.011901010545153579,10.505509071280233,10.304278907385083,48.15684826896907,1,1,New_Moon,Frequent,Worldwide,384400
1980,3,14,,-0.09766272969523349,-22.36798656379144,-17.768227048740528,-27.602280006559887,2,1,Meteor_Shower (Taurids - Unknown Parent),Moderate,Worldwide,384400
1980,3,15,,0.09866092456256492,-15.357083456426807,-10.56977178042628,45.382890458909486,3,1,Full_Moon,Frequent,Worldwide,384400
1980,3,28,,0.6006334812629652,11.245005683684422,50.113098761248295,18.451973556478933,2,1,New_Moon,Frequent,Worldwide,384400
1980,4,14,,-0.16006096344602616,6.342915835917548,8.653660413274878,-38.84286142971101,3,1,Full_Moon,Frequent,Worldwide,384400
1980,4,28,,-0.7106558910799334,19.810425272465057,38.00001352826945,-63.13033695154338,0,1,New_Moon,Frequent,Worldwide,384400
1980,5,14,,-0.5000581234553549,-5.88790788600728,29.991030906966117,-61.46816484535587,3,0,Full_Moon,Frequent,Worldwide,384400
